,PARCEL,Owned by Trust?,Owned by Business?,MAIL DIFFERENT FROM SITE?,MAIL OUTSIDE CA?,TITLECO1,ASSDTOTAL,ASSDLAND,ASSDSTCT,ASSDOTHR,EXEMPTCD,EXMPTAMT,PCNTIMPD,TAXAMT,DOCDATE_YEAR,MULTIPARCEL,PRICE,LENDER1,LOANAMOUT1,LOANTYPE1,YEARBLT,EFFYRBLT,LOTSQFT,TOTALSF,GRGTYPE,BLDGMAT,TOTUNITS,QUALCLAS,BLDGCOND,NOSTORY,ROOFMAT,FOUNDATN,BEDROOMS,BATHROOMS,FAMILYRM,DININGRM,POOL,PATIO,FIREPLCE,AIRMTHOD,HEATMTHD,VIEW,Did it sell?,Prediction,Actual
93,5589024017,0,0,0,0,1,477322,381863,95459,0,0,0,0,5807,2000,0,375000,1,300000,1,1922,1922,6501,1513,0,0,1,0,0,0.0,0,0,3,2,0,0,0,0,0,0,0,0,0,,
94,5589025025,0,0,0,0,1,877539,535884,341655,0,0,0,0,10664,2000,0,654500,1,523600,1,1921,1921,6502,3574,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,0.0,0.0
95,5589026024,0,0,0,0,1,492444,373920,118524,0,0,0,0,5990,2000,0,360000,1,288000,1,1921,1921,6500,1569,0,0,1,0,0,0.0,0,0,2,2,0,0,0,0,0,0,0,0,0,,
96,5590022017,1,0,0,0,1,393889,285122,108767,0,0,0,0,4738,2000,0,280000,1,251950,1,1908,1908,6723,962,0,0,1,0,0,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,,
97,5591006008,1,0,1,0,1,1622933,779006,843927,0,0,0,0,19643,2000,0,1000000,1,700000,1,1928,1928,18844,3307,0,0,1,0,0,0.0,0,0,3,2,0,0,0,0,0,0,0,0,0,1.0,0.0
98,5591007002,0,0,0,0,1,900776,324583,576193,0,0,0,0,11187,2000,0,512000,1,409600,1,1949,1949,8163,3426,0,0,1,0,0,0.0,0,0,4,3,0,0,0,0,0,0,0,0,1,,
99,5591008033,0,0,0,0,1,952746,551923,400823,0,0,0,0,11694,2000,0,720000,1,576000,1,1926,1926,7107,2726,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,,
100,5591009020,0,0,0,0,1,400949,320763,80186,0,0,0,0,4825,2000,0,315000,1,200000,1,1925,1925,4749,1424,0,0,1,0,0,0.0,0,0,2,1,0,0,0,0,0,0,0,0,1,,
101,5591010007,1,0,0,0,1,603720,394433,209287,0,0,0,0,7436,2000,0,465000,1,372000,1,1930,1930,7378,3505,0,0,1,0,0,0.0,0,0,4,2,0,0,0,0,0,0,0,0,0,,
102,5591018010,0,0,0,0,1,482973,330425,152548,0,0,0,0,5827,2000,0,372000,1,297600,1,1940,1940,8420,1255,0,0,1,0,0,0.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0
103,5591018021,0,0,0,0,1,516729,395992,120737,0,0,0,0,6281,2000,0,398000,1,318400,1,1936,1936,5348,1814,0,0,1,0,0,0.0,0,0,3,2,0,0,0,0,0,0,0,0,0,,
104,5591022032,0,0,0,0,1,362229,289787,72442,0,0,0,0,4462,2000,0,278090,1,223200,1,1925,1925,6807,1373,0,0,1,0,0,0.0,0,0,3,2,0,0,0,0,0,0,0,0,1,,
105,5591023009,0,0,0,0,1,518144,259665,258479,0,0,0,0,6249,2000,0,372000,1,222000,1,1999,1999,6058,1803,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,,
106,5592001006,0,0,0,0,1,668635,534912,133723,0,0,0,0,8233,2000,0,515090,0,0,0,1935,1935,7195,1886,0,0,1,0,0,0.0,0,0,3,2,0,0,0,0,0,0,0,0,0,,
107,5592005003,0,0,0,0,1,1005579,804467,201112,0,0,0,0,12435,2000,0,790000,1,632000,1,1963,1963,26082,2075,0,0,1,0,0,0.0,0,0,3,2,0,0,0,0,0,0,0,0,0,,
108,5592006010,0,0,0,0,1,954662,605511,349151,0,0,0,0,11786,2000,0,750000,1,400000,1,1930,1930,10615,2404,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,,
109,5592009001,0,0,0,0,1,655040,448054,206986,0,0,0,0,8348,2000,0,440000,1,330000,1,1951,1951,9777,2546,0,0,1,0,0,0.0,0,0,3,3,0,0,0,0,0,0,0,0,0,,
