,PARCEL,Owned by Trust?,Owned by Business?,MAIL DIFFERENT FROM SITE?,MAIL OUTSIDE CA?,TITLECO1,ASSDTOTAL,ASSDLAND,ASSDSTCT,ASSDOTHR,EXEMPTCD,EXMPTAMT,PCNTIMPD,TAXAMT,DOCDATE_YEAR,MULTIPARCEL,PRICE,LENDER1,LOANAMOUT1,LOANTYPE1,YEARBLT,EFFYRBLT,LOTSQFT,TOTALSF,GRGTYPE,BLDGMAT,TOTUNITS,QUALCLAS,BLDGCOND,NOSTORY,ROOFMAT,FOUNDATN,BEDROOMS,BATHROOMS,FAMILYRM,DININGRM,POOL,PATIO,FIREPLCE,AIRMTHOD,HEATMTHD,VIEW,Did it sell?,INTERSPOUSAL,JOINT TENANT,NAME CHANGE,Other,PERSONAL REP,QUIT CLAIM,RE-RECORD,TRUST TRANSFER,TRUSTEES,WARRANTY,Prediction,Actual
3009,5555012001,0,0,1,0,1,1260079,865835,394244,0,0,0,31,15414,2016,0,2400000,1,1920000,1,1925,1928,6371,2720,1,1,1,1,1,2,1,1,4,3,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0
3010,5551010030,0,0,0,0,1,996793,809310,187483,0,7000,1,19,11973,1998,0,739000,0,591200,0,1927,1927,5380,1735,1,1,0,1,1,2,1,1,3,3,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3011,5567007002,0,0,0,1,1,543513,434815,108698,0,7000,1,20,6622,2000,0,427000,1,247000,0,1965,1966,8155,1497,1,1,0,1,1,2,1,1,2,2,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3012,5569021037,0,0,0,1,1,509317,307209,202108,0,7000,1,40,6249,2001,0,0,1,275000,1,1959,1962,13540,1200,1,1,0,1,1,1,1,1,1,2,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0
3013,5570027031,0,0,0,1,1,353581,129496,224085,0,7000,1,63,4362,2003,0,0,1,322700,1,1961,1972,11955,1853,1,1,0,1,1,1,1,1,3,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
3014,2428027003,0,0,0,0,0,800000,691200,108800,0,7000,1,14,9613,2012,0,0,0,0,0,1960,1960,2458,1104,1,1,0,1,1,2,1,1,2,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,
3015,4392009001,0,1,1,0,0,3542207,2030500,1511707,0,0,0,43,42620,2014,0,0,0,0,0,1961,1976,4940,3932,1,1,1,1,1,2,1,1,4,3,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,1.0
3016,5556014022,0,0,1,0,0,175578,121688,53890,0,0,0,31,2269,1992,0,0,0,0,0,1960,1960,3963,1152,0,1,0,1,1,2,1,1,2,2,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,
3017,5564005002,0,0,0,1,0,289217,41937,247280,0,7000,1,85,3575,2011,1,0,0,0,0,1986,1986,2546,2272,1,1,0,0,0,3,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,
3018,5563028033,0,0,0,0,1,1542570,1211294,331276,0,7000,1,21,18540,2014,0,1519500,0,0,0,1935,1984,6640,2062,1,1,0,0,0,1,1,1,2,4,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,1.0
3019,5575013028,0,0,0,0,1,915404,609472,305932,0,0,0,33,11176,2016,0,1239000,0,0,0,1958,1958,4110,1842,1,1,1,1,1,2,1,1,3,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
3020,2429025013,0,0,0,0,1,1059740,847794,211946,0,7000,1,20,12752,2005,0,900000,1,359000,1,1927,1932,5351,1538,1,1,0,1,1,1,1,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3021,5561015007,0,0,0,0,1,456634,325141,131493,0,7000,1,29,5624,2011,0,0,0,0,0,1951,1957,7552,2499,1,1,0,1,1,2,1,1,3,4,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,1.0
3022,5562012010,0,0,0,0,1,643942,515155,128787,0,7000,1,20,7823,2011,0,595000,0,0,0,1951,1965,9189,1351,1,1,0,0,0,1,1,1,2,2,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,
3023,5564028032,0,0,0,0,1,1497493,1045504,451989,0,7000,1,30,17965,2015,0,1475000,1,1106250,1,1949,1955,6852,1971,1,1,1,1,1,3,1,1,3,3,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,,
3024,5564019049,0,0,0,0,1,1218072,974458,243614,0,0,0,20,14800,2012,0,1148000,1,918400,1,1951,1971,12158,1950,1,1,0,1,1,1,1,1,3,2,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
3025,5564021006,1,0,1,0,0,121936,53408,68528,0,7000,1,56,1631,2015,0,0,0,0,0,1958,1960,9321,2033,1,1,1,1,1,1,1,1,3,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,
3026,5556031017,0,0,0,0,1,628613,488103,140510,0,0,0,22,7725,2016,0,0,1,1000000,1,1950,1955,7136,1945,1,1,1,0,0,1,1,1,2,3,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3027,5556022027,0,0,1,0,1,505806,404652,101154,0,0,0,20,6216,1998,0,375000,1,300000,1,1953,1953,5830,1013,1,1,0,1,1,1,1,1,2,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3028,5559022016,0,0,0,0,1,1546901,1237523,309378,0,0,0,20,18741,2005,0,1340000,1,1000000,1,1937,1939,3484,1823,1,1,0,1,1,3,1,1,3,4,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3029,5564025004,0,0,0,0,1,826632,661308,165324,0,7000,1,20,9955,2007,0,745000,1,596000,1,1976,1976,3139,1564,1,1,0,1,1,2,1,1,2,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,
3030,5570009017,1,0,1,0,0,1292657,1034127,258530,0,7000,1,20,15531,2007,0,0,0,0,0,1950,1975,4911,1643,1,1,0,0,0,1,1,1,3,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,
3031,5562003012,1,0,1,0,1,560223,448183,112040,0,0,0,20,6820,2008,0,515000,0,0,0,1955,1955,2508,668,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,
3032,5551010003,0,0,0,0,1,409186,311561,97625,0,7000,1,24,5046,2009,0,0,1,380000,1,1924,1940,5954,1433,1,1,0,1,1,2,1,1,2,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,
3033,5564020003,1,0,1,0,1,117311,51132,66179,0,0,0,56,1619,2012,0,0,0,0,0,1958,1960,6708,1637,1,1,0,1,1,1,1,1,2,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
3034,5564010028,0,0,0,1,1,455457,316977,138480,0,7000,1,30,5559,1994,0,0,1,256800,1,1959,1959,6378,1538,1,1,0,1,1,1,1,1,3,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3035,5570027045,1,0,1,1,0,225355,86550,138805,0,7000,1,62,2928,2010,0,0,0,0,0,1963,1971,16150,2492,1,1,0,1,1,1,1,1,3,2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1.0
3036,5549012030,1,0,0,0,1,2458983,1841686,616237,1060,0,0,25,29946,2003,0,0,1,1352850,1,1940,1947,35179,5778,1,1,0,1,1,2,1,1,5,6,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0
3037,2427005030,1,0,1,0,1,2213301,1680551,532750,0,7000,1,24,26691,2011,0,2500000,1,1625000,1,1986,1986,16322,4181,1,1,0,0,0,0,1,1,4,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3038,5549011010,0,0,0,0,1,2597425,1063321,1534104,0,0,0,59,31499,2011,0,2400000,1,1200000,1,1954,1957,16050,4660,1,1,0,1,1,2,1,1,4,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3039,5564015023,0,0,1,0,1,1440724,964194,476530,0,0,0,33,17503,2012,0,1385000,1,969500,1,1963,1964,10552,2284,1,1,0,0,0,1,1,1,3,2,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3040,4392010009,0,0,1,0,1,4495773,3149578,1346195,0,0,0,30,53919,2014,0,4341500,1,2821975,1,1928,1946,5454,4631,1,1,0,0,0,3,1,1,4,6,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,
3041,2425015005,0,0,1,1,0,2800000,1767600,1032400,0,0,0,37,33743,2015,0,2800000,1,1625000,1,1957,2010,29452,3173,1,1,1,0,0,2,1,1,4,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3042,5575010004,0,0,0,1,0,1697663,1211177,486486,0,0,0,29,20635,2017,0,0,0,0,0,1922,1930,9468,4034,1,1,0,0,0,2,1,1,4,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,
3043,5569037007,0,0,0,1,1,2200000,1750000,450000,0,7000,1,20,26530,2015,1,2750000,1,1980000,1,1923,1926,7084,4028,0,1,1,0,0,2,1,1,6,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
3044,5564020009,1,0,0,0,1,742513,594014,148499,0,7000,1,20,9034,2001,0,595000,1,476000,1,1959,1959,10708,1926,1,1,0,1,1,1,1,1,3,2,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
3045,5551011013,0,0,0,1,1,1317434,889111,428323,0,7000,1,33,16087,2001,0,1035000,1,828000,1,1923,1932,12285,4270,1,1,0,1,1,2,1,1,6,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3046,5569027019,0,0,1,1,1,183253,51346,131907,0,0,0,72,2529,2004,0,0,0,0,0,1976,1976,9613,2072,1,1,0,0,0,2,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3047,5564015022,1,0,0,1,0,255113,59417,195696,0,7000,1,77,3297,2006,0,0,0,0,0,1964,1972,8628,2831,1,1,0,0,0,1,1,1,4,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3048,5572029025,0,0,0,1,1,2567358,1442787,1124571,0,0,0,44,31017,2007,0,2252000,1,1576400,1,1916,1926,10776,3855,1,1,0,0,0,2,1,1,5,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3049,5560011012,0,0,0,1,1,3328741,2662995,665746,0,0,0,20,39992,2007,0,3000000,1,1800000,1,1940,1955,11251,2986,1,1,0,1,1,2,1,1,4,4,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
3050,5570029001,1,0,0,0,1,600491,300158,300333,0,7000,1,50,7422,2008,0,0,0,0,0,1953,1960,23977,2872,1,1,0,0,0,1,1,1,2,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
3051,5570031015,1,0,1,0,1,207049,124235,82814,0,7000,1,40,2724,2008,0,0,0,0,0,1957,1957,37107,2206,1,1,1,0,0,1,1,1,4,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,
3052,5560037010,0,0,0,1,1,1648489,488658,1159831,0,7000,1,70,19896,2008,0,0,1,1397000,1,1958,1959,15215,2658,1,1,0,0,0,1,1,1,3,3,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0
3053,5565037006,0,0,1,1,1,144623,25554,119069,0,7000,1,82,2001,2008,0,0,1,250000,1,1962,1962,24277,2885,1,1,0,0,0,1,1,1,4,3,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,,
3054,5564008029,0,0,0,1,1,305650,109952,195698,0,7000,1,64,4160,2009,0,0,1,250000,1,1968,1968,36358,3932,1,1,0,1,1,2,1,1,5,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
3055,5555031010,0,1,1,0,1,4367091,2822744,1544347,0,0,0,35,52577,2009,0,4005000,1,2004851,1,1924,1929,14928,4291,1,1,0,0,0,2,1,1,5,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
3056,5565040018,0,0,0,0,1,957281,761476,195805,0,0,0,20,11794,2009,0,880000,1,513000,1,1959,1960,30748,3425,1,1,0,1,1,1,1,1,2,5,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
3057,5565041004,0,0,0,0,1,848880,502377,346503,0,7000,1,41,10482,2010,0,0,1,729500,1,1961,1967,14837,3362,1,1,0,0,0,1,1,1,4,4,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,
3058,5560011011,1,0,1,1,0,157151,84689,72462,0,7000,1,46,2089,2010,0,0,0,0,0,1939,1941,11249,2546,1,1,0,0,0,2,1,1,4,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3059,5555022007,0,0,0,0,1,2597423,1991250,606173,0,0,0,23,31274,2010,0,2400000,1,1800000,1,1928,1960,10125,3172,1,1,0,0,0,2,1,1,3,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
3060,5570032010,1,0,0,0,1,497989,82816,415173,0,7000,1,83,6164,2011,0,0,0,0,0,1957,1980,7366,4420,1,1,0,0,0,1,1,1,7,6,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3061,5572027018,0,0,0,1,1,559039,329691,229348,0,7000,1,41,7090,2011,0,0,1,328415,1,1923,1925,13007,4307,1,1,0,0,0,2,1,1,5,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3062,5564011004,0,0,0,1,1,1190555,479654,710901,0,7000,1,60,14425,2011,0,0,1,407500,1,1933,1937,9658,3353,1,1,0,0,0,2,1,1,3,3,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,
3063,5569021008,1,0,0,1,0,2147036,1556409,590627,0,7000,1,28,25950,2012,0,0,0,0,0,1963,1970,13989,3025,1,1,0,0,0,1,1,1,4,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
3064,5559007017,0,0,0,0,1,3380764,2071317,1309447,0,0,0,39,40826,2012,0,3250000,1,1900000,1,1937,1952,17592,4942,1,1,0,1,1,2,1,1,4,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3065,5572016006,0,0,0,0,1,1856818,1095841,760977,0,0,0,41,22652,2012,0,1750000,0,0,0,1927,1933,12135,4767,1,1,0,0,0,2,1,1,6,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3066,5560007002,1,0,0,0,1,187807,79716,108091,0,7000,1,58,2480,2013,0,0,0,0,0,1948,1951,11720,3062,1,1,0,0,0,1,1,1,4,4,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,
3067,5549016019,0,0,0,1,1,991661,577439,414222,0,7000,1,42,12246,2013,0,0,1,1925000,1,1933,1934,11371,5273,1,1,0,0,0,2,0,1,5,6,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3068,5564008017,0,0,0,0,1,2174620,1350646,823974,0,0,0,38,26377,2013,0,2100000,0,0,0,1967,2000,15082,3011,1,1,0,0,0,1,1,1,4,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
3069,5559008014,0,0,0,0,1,4142138,3624371,517767,0,0,0,12,49759,2013,0,4000000,1,2000000,1,1936,1950,9404,2764,1,1,0,0,0,2,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3070,5564001029,1,0,1,0,1,1934836,1547870,386966,0,0,0,20,23543,2013,0,1860000,0,0,0,1966,1966,15433,2876,1,1,0,0,0,1,1,1,4,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3071,5555024005,0,0,0,1,0,1158113,878878,279235,0,0,0,24,14031,2013,0,2865000,1,2148750,1,1927,1942,4866,3004,1,1,0,0,0,2,1,1,5,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0
3072,5559013011,1,0,1,0,1,2117422,1783468,333954,0,7000,1,16,25472,2014,0,0,0,0,0,1947,1968,8615,3626,1,1,0,0,0,2,1,1,4,5,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,,
3073,5565040016,1,0,1,0,1,147000,54446,92554,0,7000,1,63,1957,2014,0,0,0,0,0,1959,1959,11789,2145,1,1,0,0,0,1,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3074,5549016024,0,0,1,0,1,1674975,1339981,334994,0,0,0,20,20374,2014,0,1617500,0,0,0,1947,1950,15125,3284,1,1,0,0,0,2,1,1,4,4,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,
3075,5569018028,0,1,1,1,1,1827450,1461960,365490,0,0,0,20,22142,2014,0,1800000,0,0,0,1966,1968,8668,2592,1,1,0,0,0,2,1,1,3,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,
3076,5550002042,1,0,0,0,1,322394,106933,215461,0,7000,1,67,4293,2015,0,0,0,0,0,1925,1933,15179,4080,1,1,1,1,1,2,1,1,5,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3077,5569020008,1,0,1,0,1,166459,50743,115716,0,7000,1,70,2288,2015,0,0,0,0,0,1971,1973,19160,2093,1,1,1,1,1,2,1,1,2,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,
3078,5572016001,1,0,0,0,1,2597424,2056295,541129,0,7000,1,21,31436,2015,0,0,0,0,0,1936,1954,13126,3443,1,1,1,0,0,2,0,1,4,6,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
3079,5560015005,1,0,0,1,1,934223,669282,264941,0,7000,1,28,11356,2015,0,0,0,0,0,1940,1948,9701,2982,1,1,1,0,0,1,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3080,5555029004,0,1,1,0,1,3367500,2362800,1004700,0,0,0,30,43964,2015,0,3367500,1,2357250,1,1926,1954,7386,4261,1,1,1,0,0,3,1,1,5,3,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1.0,1.0
3081,5564001028,0,1,1,1,0,1750000,1400000,350000,0,0,0,20,21325,2015,0,1715000,1,1750000,1,1966,1967,14967,3251,0,1,1,0,0,1,1,1,4,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3082,5551008034,0,0,1,0,1,1294443,1035555,258888,0,0,0,20,15697,2016,0,1625000,1,1300000,1,1923,1940,6163,1732,1,1,1,1,1,1,1,1,2,2,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3083,5559008010,0,0,0,0,1,2079891,1651681,428210,0,0,0,21,25130,2016,0,3064000,1,2298000,1,1936,1939,9842,3050,1,1,1,1,1,2,1,1,5,6,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,
3084,5572032024,0,0,1,1,1,279972,81786,198186,0,0,0,71,3822,2016,0,2676000,1,2140800,1,1929,1932,15298,4439,1,1,1,0,0,2,1,1,4,5,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3085,4392007014,0,0,1,1,1,5007011,3893609,1113402,0,0,0,22,60327,2016,0,0,0,0,0,1936,1945,17433,5448,1,1,1,1,1,2,1,1,5,6,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.0
3086,5565037016,0,0,0,1,1,653503,402561,250942,0,0,0,38,8139,2016,0,0,1,1170000,1,1960,1961,12190,2635,1,1,1,0,0,1,1,1,3,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,,
3087,5559013015,0,0,0,1,0,2150000,1500000,650000,0,0,0,30,25794,2016,0,0,0,0,0,1937,1940,7322,2259,1,1,1,0,0,1,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,
3088,5565035011,0,0,0,1,1,852352,655397,196955,0,0,0,23,10426,2017,0,1764000,1,1411200,1,1960,1972,19291,2982,1,1,0,0,0,1,1,1,5,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3089,5564008044,0,0,0,0,1,651264,519316,131948,0,7000,1,20,8103,1994,0,459000,1,367200,1,1964,1964,12135,3050,1,1,0,0,0,1,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
3090,5559019002,0,0,1,0,0,2927510,1955147,972363,0,7000,1,33,35399,1997,0,0,0,975000,0,1923,1924,27204,9268,1,1,0,1,1,2,1,1,7,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,
3091,5561005009,0,0,0,0,0,1023094,714621,308473,0,7000,1,30,12385,1997,0,758500,1,606800,0,1982,1982,7381,2770,1,1,0,0,0,2,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
3092,5560030013,0,0,0,0,0,1778594,944196,834398,0,0,0,47,21610,1998,0,1150000,1,825000,0,1937,1959,7810,3488,1,1,1,1,1,2,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3093,5560003015,1,0,0,0,1,2518901,1999464,519437,0,7000,1,21,30333,1999,0,2000000,1,300000,0,1961,1969,25472,3793,1,1,0,0,0,1,1,1,4,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3094,5559008015,0,0,0,0,0,331357,66667,264690,0,7000,1,80,4341,1999,0,0,0,0,0,1935,1958,8569,3566,1,1,0,0,0,2,1,1,4,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3095,5565039005,0,0,0,0,1,549080,486688,62392,0,0,0,11,6917,2001,0,0,1,351750,1,1960,1962,14537,1526,1,1,0,0,0,1,1,1,3,2,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
3096,5569013055,0,0,0,0,0,1023549,475716,547833,0,0,0,54,12771,2001,0,0,0,0,0,1978,1978,111874,3949,1,1,0,0,0,2,0,1,5,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
3097,5564008027,1,0,0,0,1,203959,63351,140608,0,7000,1,69,2819,2002,0,0,0,0,0,1969,1969,21739,2864,1,1,0,0,0,1,1,1,4,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0
3098,5570027017,0,0,0,0,1,1171013,990860,180153,0,7000,1,15,14136,2003,0,975000,1,780000,1,1964,1964,10321,2014,1,1,0,1,1,1,1,1,3,2,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,
3099,5561008023,1,0,0,0,1,2691626,2324591,367035,0,0,0,14,32532,2003,0,0,1,1430000,1,1960,1962,16902,3320,1,1,0,0,0,1,1,1,3,4,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3100,5570030025,1,0,0,0,0,1175590,792998,382592,0,0,0,33,14301,2003,0,0,0,0,0,1953,1953,16449,2434,1,1,0,0,0,2,1,1,2,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,,
3101,5565043001,0,0,0,0,1,741856,584588,157268,0,7000,1,21,9253,2004,0,0,1,446000,1,1969,1970,15957,2969,1,1,0,1,1,1,1,1,4,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,
3102,5561020006,1,0,0,0,1,2773948,2045400,728548,0,7000,1,26,33242,2007,0,2500000,1,1625000,1,1965,1967,5421,2884,1,1,0,1,1,2,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3103,5570023033,0,0,0,0,0,1444013,1070212,373801,0,0,0,26,17565,2015,0,0,0,0,0,1964,1965,10903,2235,1,1,1,0,0,1,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3104,5561008039,1,0,0,0,1,242481,68320,174161,0,7000,1,72,3257,2009,0,0,1,46600,1,1961,1961,15873,2941,1,1,0,1,1,1,1,1,3,4,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,,
3105,5570029023,0,0,0,0,1,1417529,1134025,283504,0,0,0,20,17177,2009,0,1300000,1,949000,1,1964,1964,11380,2087,1,1,0,1,1,1,1,1,3,2,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3106,5564001026,0,0,0,1,1,1389960,1074939,315021,0,0,0,23,16870,2011,0,1310000,1,729750,1,1970,1973,13193,2983,1,1,0,1,1,1,1,1,4,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3107,5569008004,0,0,0,0,1,1017365,765085,252280,0,0,0,25,12492,2011,0,0,1,600000,1,1969,1972,10058,2253,1,1,0,0,0,1,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
3108,5569020001,0,0,0,0,0,1386973,870259,516714,0,0,0,37,16966,2011,0,0,0,0,0,1964,1966,13829,2724,1,1,0,1,1,1,1,1,3,3,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,1.0
3109,5558001013,0,0,0,0,1,144930,47819,97111,0,7000,1,67,1966,2012,0,0,0,0,0,1965,1965,14560,2520,1,1,0,0,0,2,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0
3110,5565043015,1,0,0,0,1,213076,69419,143657,0,7000,1,67,2905,2012,0,0,0,0,0,1962,1962,13662,2822,1,1,0,0,0,1,1,1,5,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,
3111,5564032051,1,0,0,0,1,899620,602430,297190,0,7000,1,33,11083,2012,0,0,1,1075000,1,1969,1975,11562,3257,1,1,0,0,0,2,1,1,6,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,
3112,5565039010,0,0,0,0,1,961300,769041,192259,0,0,0,20,11819,2012,0,906000,1,625500,1,1960,1962,15390,1482,1,1,1,1,1,1,1,1,3,2,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0
3113,5567011024,0,0,0,0,1,1381430,901051,480379,0,0,0,35,16602,2012,0,1328000,0,0,0,1977,1977,4856,1978,1,1,0,0,0,2,1,1,3,3,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
